name,ctype,csubtype,contract,address,all_categories
iZiSwap,DeFi,DEX,swap,0x34bc1b87f60e0a30c0e24fd7abada70436c71406,DeFi::DEX
iZiSwap,DeFi,DEX,swapX2YModule,0x4d4673745aac664efb9758fdd571f40d78a87bfe,DeFi::DEX
iZiSwap,DeFi,DEX,swapY2XModule,0x32d02fc7722e81f6ac60b87ea8b4b63a52ad2b55,DeFi::DEX
iZiSwap,DeFi,DEX,tapProxy,0x2c6df0fdbce9d2ded2b52a117126f2dc991f770f,DeFi::DEX
zkSwap,DeFi,DEX,AggregatorSmart,0x486d7c009b78310528aca11574ec816d2fdef71b,DeFi::DEX
zkSwap,DeFi,DEX,AggregatorSmartV2,0x36d8cdcfc96f091ce6d733727baf5a74b0ead249,DeFi::DEX
zkSwap,DeFi,DEX,BulkSender,0x0aa3e6692e4e8845e21867b520a2bb0377199350,DeFi::DEX
zkSwap,DeFi,DEX,MixedRouteQuoterV1,0x734711633ef2c9a2386be0ea1c010b06fb3b94aa,DeFi::DEX
zkSwap,DeFi,DEX,Permit2,0xcf7ff4717d5e1468c82aa69dba8dacb18ed5b585,DeFi::DEX
zkSwap,DeFi,DEX,QuoterV2,0xc5ab2be64e27e43778c9aa692cf058ba043bc32a,DeFi::DEX
zkSwap,DeFi,DEX,SmartRouter,0xc60cbc14d170a95938bb630ae78a8306dd7cf120,DeFi::DEX
zkSwap,DeFi,DEX,UniversalRouter,0xf82343c8b777badb0921ee4c4f7581c968687b6b,DeFi::DEX
zkSwap,DeFi,DEX,ZFFactory,0x0ff16867bcac3c5fdc2dc73558e3f8e2ed89eea2,DeFi::DEX
zkSwap,DeFi,DEX,ZFRouter,0x68225b5ba7ce309fd0d3f0c9a74b947c7d7e03da,DeFi::DEX
zkSwap,DeFi,DEX,ZFV3Factory,0xf5cf2b71b8b368c84c4c4903af453e790d392285,DeFi::DEX
zkSwap,DeFi,DEX,ZFV3PoolDeployer,0xce98a0e578b639aa90ee96ed5ba8e5a4022de529,DeFi::DEX
zkSwap,DeFi,DEX,Zap,0x45728a3d03ff67cc0c8546f4290affb7c94f877a,DeFi::DEX
Eisen,DeFi,DEX Aggregator,EisenDiamond,0x787c474b8a86354d0f5f19fb599a5fc7662a265f,DeFi::DEX Aggregator
Eisen,DeFi,DEX Aggregator,Forwarder,0xece5e77f9a9846c4d69555eb44e0cff8b5f03f1e,DeFi::DEX Aggregator
Fly Trade,DeFi,DEX Aggregator,MagpieRouterV3_1,0x956df8424b556f0076e8abf5481605f5a791cc7f,DeFi::DEX Aggregator
Gmgn,DeFi,DEX Aggregator,Router,0xc9ca80b5ea956afa98627963d1880033545d108e,DeFi::DEX Aggregator
Mace,DeFi,DEX Aggregator,APRMonAdapter,0xd74356eb3617d25e695d675a674eb90dbf073b74,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,AlgebraAdapter,0x84bee47463ad63bebb96d066d548c042875bb6a0,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,ClobberV2Adapter,0xae3dc93190979063448d0edc5e29a213def78b6e,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,CrystalAdapter,0x70ca11a8bb062ef86e6e662b58ae3caeef1d66e5,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,IzumiAdapter,0x82c3871bc051ff5898dcb752035ecfa3dee46941,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,KintsuAdapter,0xb346fbd2ba963a1c3b00946c733e9f0d5ce7aeec,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,KuruAdapter,0x59966add989bb2b8a528b796a81fb7e593072529,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,LFJAdapter,0x73590e38f40f799edb3afe3142c0ea891f393d9d,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,MaceRouter,0x6f05a0746a8cb5c7de5af1568c8d020dbb521b23,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,MagmaAdapter,0xcf32b343f6b9f74abe075f414f87ea7b0adbf1c1,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,NadFunCurveAdapter,0x076afaf46b983b1d23b98e9fdcb4314b11ac3ab9,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,NitroAdapter,0x5c968a45404e55ffa5da393fe7db96f244792707,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,PancakeswapV3Adapter,0xa0ad7736dfd6abdbffcb0ec4df8d31df40a127fe,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,PrintrCurveAdapter,0xb7d014ba893a22e9b6a2214e22f0fd68e9cd0741,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,ShMonAdapter,0x8a64d063dc534a160914da4dc86804be5e8de98b,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,SomethingAdapter,0x39c361d267853a43f4e6237291cea0701c426abe,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,SomethingCurveAdapter,0xb3661b5d02f5f4b49e1d5084590aacd8867646f6,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,UniswapV2Adapter,0x9d282092c60303ba8fc219501cfedafafa290a64,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,UniswapV4Adapter,0x52dfbfa557516e1775b014ef01309ca8160b5296,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Mace,DeFi,DEX Aggregator,WethAdapter,0xc6b6b9e8eb8b3cf2cecd8ff536a9e1599d8ab426,DeFi::DEX Aggregator;DeFi::Trading Interfaces
Madhouse,DeFi,DEX Aggregator,Aggregator,0x6017684bea9cb6e9874fc6dba4438271ebf9f5da,DeFi::DEX Aggregator
Monorail,DeFi,DEX Aggregator,AggregationRouter,0xa68a7f0601effdc65c64d9c47ca1b18d96b4352c,DeFi::DEX Aggregator;DeFi::Trading Interfaces
OKX Wallet,DeFi,DEX Aggregator,DexRouter,0x6088d94c5a40cecd3ae2d4e0710ca687b91c61d0,DeFi::DEX Aggregator
OKX Wallet,DeFi,DEX Aggregator,Router,0xb1e4e25b1938c78ec0b21ccb2d6a0be60aa7e63f,DeFi::DEX Aggregator
Rubic,DeFi,DEX Aggregator,ERC20Proxy,0x3335733c454805df6a77f825f266e136fb4a3333,DeFi::DEX Aggregator
Velvet Capital,DeFi,DEX Aggregator,MetaAggregatorManager,0x995efd92cc2f70a2091ba9aae04cbb5fb24b7dd1,DeFi::DEX Aggregator
Velvet Capital,DeFi,DEX Aggregator,MetaAggregatorSwapContract,0x6ddf98aece7d24fe37c70abc3f0f95acec66f32f,DeFi::DEX Aggregator
Near Intents,DeFi,Intents,Treasury Address,0x233c5370ccfb3cd7409d9a3fb98ab94de94cb4cd,DeFi::Intents
Clanker,DeFi,Launchpads,Clanker,0xf9a0c289eab6b571c6247094a853810987e5b26d,DeFi::Launchpads;AI::Other
Clanker,DeFi,Launchpads,ClankerAirdropV2,0x654e7221fa51d4359ded21d524e3aff18e93a507,DeFi::Launchpads;AI::Other
Clanker,DeFi,Launchpads,ClankerFeeLocker,0x46b77bacfd712d79131f1ad7611794869483c353,DeFi::Launchpads;AI::Other
Clanker,DeFi,Launchpads,ClankerHookStaticFeeV2,0x94f802a9efe4dd542fdbd77a25d9e69a6dc828cc,DeFi::Launchpads;AI::Other
Clanker,DeFi,Launchpads,ClankerLpLockerFeeConversion,0xde51a86d3b6ec9ac4756115d3744335aa2c30144,DeFi::Launchpads;AI::Other
Clanker,DeFi,Launchpads,ClankerMevDescendingFees,0x3231d1ddfdc4ad585cf1939ffecd9c88b338dbf2,DeFi::Launchpads;AI::Other
Clanker,DeFi,Launchpads,ClankerUniV4EthDevBuy,0x8790d79283eb941c719b616cfd0ef116d13c7683,DeFi::Launchpads;AI::Other
Clanker,DeFi,Launchpads,ClankerVault,0xe7d402a5bed94e5c49ac0639e80f784d06e2d397,DeFi::Launchpads;AI::Other
Cult,DeFi,Launchpads,CultFactoryImplementation,0x951a3a01122511f01abffff1acefbab2c5c9ff17,DeFi::Launchpads
Cult,DeFi,Launchpads,CultFactoryProxy,0xce6fc8af085bcd42fa5338f739d1a2cdda2c19fe,DeFi::Launchpads
Cult,DeFi,Launchpads,CultFeeHook,0x7a2524ce937f206844b9508eec8f6486800a40cc,DeFi::Launchpads
Cult,DeFi,Launchpads,CultImplementation,0x69c382cf1a36f2665d449c0e6c446927d3904d35,DeFi::Launchpads
Cult,DeFi,Launchpads,CultRewards,0x440a157243d7820c2077d1be931fc6bb52716f31,DeFi::Launchpads
Doppler,DeFi,Launchpads,LaunchpadGovernanceFactory,0x5fbe931dc4b923a7abe4c47ad68d5bf9eda5b76d,DeFi::Launchpads;DeFi::Asset Issuers
Doppler,DeFi,Launchpads,LockableUniswapV3Initializer,0x8b4c7db9121fc885689c0a50d5a1429f15aec2a0,DeFi::Launchpads;DeFi::Asset Issuers
Doppler,DeFi,Launchpads,TokenFactory,0xaa47d2977d622dbdfd33eef6a8276727c52eb4e5,DeFi::Launchpads;DeFi::Asset Issuers
Doppler,DeFi,Launchpads,UniswapV4ScheduledMulticurveInitializerHook,0x580ca49389d83b019d07e17e99454f2f218e2dc0,DeFi::Launchpads;DeFi::Asset Issuers
Flap,DeFi,Launchpads,Portal,0x30e8ee7b5881bf2e158a0514f2150aabe2c68b23,DeFi::Launchpads
Flap,DeFi,Launchpads,TaxTokenImplementation,0x1c8847736521f5cd725dfb8f33c7c610826e7c42,DeFi::Launchpads
Flap,DeFi,Launchpads,TaxTokenSplitterImplementation,0x57fed6832f12150a77d5952b49190d9447acb5ee,DeFi::Launchpads
Flap,DeFi,Launchpads,TokenV2Implementation,0xb88189aa1162850d75a1c1e16f837b7979994184,DeFi::Launchpads
Mongu,DeFi,Launchpads,MonguBondingCurve,0x6197cbf7e0e7164bded5cdd81f3bf8504515f12a,DeFi::Launchpads
Mongu,DeFi,Launchpads,MonguFactory,0x8fb1863caba3eb8cdb0f693363bdbb013b65073b,DeFi::Launchpads
Nad.fun,DeFi,Launchpads,BONDING_CURVE,0xa7283d07812a02afb7c09b60f8896bcea3f90ace,DeFi::Launchpads
Nad.fun,DeFi,Launchpads,BONDING_CURVE_ROUTER,0x6f6b8f1a20703309951a5127c45b49b1cd981a22,DeFi::Launchpads
Nad.fun,DeFi,Launchpads,COMMUNITY_TREASURY,0x46895ee48fb1d750a81562fd6019b37f21d7fd52,DeFi::Launchpads
Nad.fun,DeFi,Launchpads,CREATOR_MANAGER,0x65fda572628c1d3f55b9e9e66e6e8a61c53cff7c,DeFi::Launchpads
Nad.fun,DeFi,Launchpads,CREATOR_TREASURY,0x42e75b4b96d7000e7da1e0c729cec8d2049b9731,DeFi::Launchpads
Nad.fun,DeFi,Launchpads,DEX_DEPLOYER,0x095acd3d26dd09c8e26ab864c8717a39fe61f320,DeFi::Launchpads
Nad.fun,DeFi,Launchpads,DEX_ROUTER,0x0b79d71ae99528d1db24a4148b5f4f865cc2b137,DeFi::Launchpads
Nad.fun,DeFi,Launchpads,FOUNDATION_TREASURY,0x4ac5fd82b91a10de7f91343ddcca7a2541d3f509,DeFi::Launchpads
Nad.fun,DeFi,Launchpads,LENS,0x7e78a8de94f21804f7a17f4e8bf9ec2c872187ea,DeFi::Launchpads
Nad.fun,DeFi,Launchpads,LP_MANAGER,0xaebe5522749b65eae7b2a35c593145cc3128b515,DeFi::Launchpads
Nad.fun,DeFi,Launchpads,QUOTER_V3,0xad8887348e5d5d479156c851f4f4778e83a1dfe3,DeFi::Launchpads
Nad.fun,DeFi,Launchpads,REWARD_POOL,0xd5ee94894f3c86952af792e1a03b1699c08b8c73,DeFi::Launchpads
Nad.fun,DeFi,Launchpads,TOKEN_IMPLEMENT,0x7f64ccfeb3e3afd7691ea0ef404e947786cefae8,DeFi::Launchpads
Nad.fun,DeFi,Launchpads,TOKEN_REGISTRY,0x3be9198208c198e2a4dab9a575764c8468dc83c6,DeFi::Launchpads
Nad.fun,DeFi,Launchpads,TOKEN_TREASURY,0xb0baace23ac7cbd25211134a0b47ad70a9d42fa4,DeFi::Launchpads
Nad.fun,DeFi,Launchpads,UNISWAP_ACTOR,0xcd68f7c0668b72ab943e09ff4dbf53da64b8a8c2,DeFi::Launchpads
Printr,DeFi,Launchpads,Printr,0xb77726291b125515d0a7affeea2b04f2ff243172,DeFi::Launchpads
Printr,DeFi,Launchpads,Printr Multicall,0x576cbcde3fe704b2166e8fac54d7a664b0325c10,DeFi::Launchpads
Something,DeFi,Launchpads,SmthTokenFactory,0x00f4353c69039b25c9338097fff51099981e00ce,DeFi::Launchpads
bonad.fun,DeFi,Launchpads,Airlock,0x660eaaedebc968f8f3694354fa8ec0b4c5ba8d12,DeFi::Launchpads;DeFi::Memecoin
bonad.fun,DeFi,Launchpads,Bundler,0xc99b485499f78995c6f1640dbb1413c57f8ba684,DeFi::Launchpads;DeFi::Memecoin
bonad.fun,DeFi,Launchpads,GovernanceFactory,0xfaafde6a5b658684cc5eb0c5c2c755b00a246f45,DeFi::Launchpads;DeFi::Memecoin
bonad.fun,DeFi,Launchpads,NoOpGovernanceFactory,0xb4dee32eb70a5e55f3d2d861f49fb3d79f7a14d9,DeFi::Launchpads;DeFi::Memecoin
bonad.fun,DeFi,Launchpads,NoOpMigrator,0x5f3ba43d44375286296cb85f1ea2ebfa25dde731,DeFi::Launchpads;DeFi::Memecoin
bonad.fun,DeFi,Launchpads,UniswapV2Migrator,0x136191b46478cab023cbc01a36160c4aad81677a,DeFi::Launchpads;DeFi::Memecoin
bonad.fun,DeFi,Launchpads,UniswapV4ScheduledMulticurveInitializer,0xce3099b2f07029b086e5e92a1573c5f5a3071783,DeFi::Launchpads;DeFi::Memecoin
Curvance,DeFi,Lending,AUSD DynamicIRM,0x08dcb6ad285217ef29816ac0f813c21c54c48cd5,DeFi::Lending
Curvance,DeFi,Lending,CentralRegistry,0x1310f352f1389969ece6741671c4b919523912ff,DeFi::Lending
Curvance,DeFi,Lending,ChainlinkAdaptor,0xacfe3fccae79445836e03c5359bb96bd352b9c00,DeFi::Lending
Curvance,DeFi,Lending,NativePositionManager,0xc7b2377ef1744229698ca72c11003184fbbdf770,DeFi::Lending
Curvance,DeFi,Lending,NativePositionManager2,0xe15348f8a08d4c64fd8beba80404f60373e8a8a9,DeFi::Lending
Curvance,DeFi,Lending,NativeVaultZapper,0x1d60a3f3f84f095b3d6001fbc135f6d42c812269,DeFi::Lending
Curvance,DeFi,Lending,OracleManager,0x32fad39e79fac67f80d1c86cbd1598043e52cdb6,DeFi::Lending
Curvance,DeFi,Lending,ProtocolViewer,0xed12668728c95dda3411f29d5347356e6da222da,DeFi::Lending
Curvance,DeFi,Lending,RedstoneClassicAdaptor,0x0fa602b3e748438a3f1599206ed6dc497ab3331e,DeFi::Lending
Curvance,DeFi,Lending,RedstoneCoreAdaptor,0x1779e22c746b3ca505ffa636f96c4e0916d616d8,DeFi::Lending
Curvance,DeFi,Lending,SimplePositionManager,0x6b84b03bc8481b1380c3a4cddf221d30b5e40663,DeFi::Lending
Curvance,DeFi,Lending,SimplePositionManager10,0x175ee9a037acbf7fc59f5a765384fdd229d77c94,DeFi::Lending
Curvance,DeFi,Lending,SimplePositionManager2,0xcb8b4ed26ffc043be04888c79abb5984c703fb62,DeFi::Lending
Curvance,DeFi,Lending,SimplePositionManager3,0x05c91f5efae14b1998c82eb3b019d4cb312136db,DeFi::Lending
Curvance,DeFi,Lending,SimplePositionManager4,0x1bd48d3cac298f88a4afb8fceba5c5f92b0b4f20,DeFi::Lending
Curvance,DeFi,Lending,SimplePositionManager5,0xc03eba8cc42fba089169ed42905acec96713f803,DeFi::Lending
Curvance,DeFi,Lending,SimplePositionManager6,0x52b0e0c4099ab4f43bf37d755d4a2609e770954a,DeFi::Lending
Curvance,DeFi,Lending,SimplePositionManager7,0xb96d9f8780c61e74222523d2d06fdbab7921790a,DeFi::Lending
Curvance,DeFi,Lending,SimplePositionManager8,0x31ecef2e833bbc48cf2d7f87db711224a988680e,DeFi::Lending
Curvance,DeFi,Lending,SimplePositionManager9,0xf74f7e3db3a165ab6e4f58bbd56e27b719520272,DeFi::Lending
Curvance,DeFi,Lending,SimpleZapper,0x5af9b7cac0530d3c9e11c23b7a69cce335b8c395,DeFi::Lending
Curvance,DeFi,Lending,VaultPositionManager,0x953d7190e9d132776877ca86fae718562a67fb52,DeFi::Lending
Curvance,DeFi,Lending,VaultZapper,0x6a6a087eec9333acc0a71782daf2ce9fc229d145,DeFi::Lending
Curvance,DeFi,Lending,WMON DynamicIRM,0x16cb8a09f2a17e30273b749ed178954fe63bb1bc,DeFi::Lending
Curvance,DeFi,Lending,cAUSD,0x6e182eb501800c555bd5e662e6d350d627f504d8,DeFi::Lending
Curvance,DeFi,Lending,cAUSD DynamicIRM,0x72cb6a15e050427e1a6047614a47659a2c94d1ba,DeFi::Lending
Curvance,DeFi,Lending,cAUSD DynamicIRM10,0x46e2ba1d6cffb180efa17d4d5a726b599ed8b904,DeFi::Lending
Curvance,DeFi,Lending,cAUSD DynamicIRM9,0x22dcf7dd5518f5f08ec05c59606d84698fff07bb,DeFi::Lending
Curvance,DeFi,Lending,cUSDC,0x21adbb60a5fb909e7f1fb48aacc4569615cd97b5,DeFi::Lending
Curvance,DeFi,Lending,cUSDC DynamicIRM,0x034f1a014946fe4d4ea3bd36a315f775a8c1ab26,DeFi::Lending
Curvance,DeFi,Lending,cUSDC DynamicIRM10,0x1622d77e311638c77779e6d9b212e3e7d73aafb4,DeFi::Lending
Curvance,DeFi,Lending,cUSDC DynamicIRM11,0x9f57957f2ca8d0db433e4623f8bd248293b01e86,DeFi::Lending
Curvance,DeFi,Lending,cWBTC,0x3d2ff9f862d89ba526a0fc166bd56abe04ef28d5,DeFi::Lending
Curvance,DeFi,Lending,cWBTC / cUSDC Market Manager,0x01c4a0d396efe982b1b103be9910321d34e1aea9,DeFi::Lending
Curvance,DeFi,Lending,cWBTC DynamicIRM,0x8a78bd450258b7b1d42431fb904453ca43161ade,DeFi::Lending
Curvance,DeFi,Lending,cWETH,0x8af00fbbb2601a8f7636eabbf6243b30bea47d50,DeFi::Lending
Curvance,DeFi,Lending,cWETH / cUSDC Market Manager,0xb3e9e0134354cc91b7fb9f9d6c3ab0de7854bb49,DeFi::Lending
Curvance,DeFi,Lending,cWETH DynamicIRM,0x8c82ccf6ee43346425e04325df03219cf46a7739,DeFi::Lending
Curvance,DeFi,Lending,cWETH DynamicIRM11,0xf23d194e151069d09c927e8cd8ae3e14922f2a23,DeFi::Lending
Curvance,DeFi,Lending,cWMON,0x1e240e30e51491546dec3af16b0b4eac8dd110d4,DeFi::Lending
Curvance,DeFi,Lending,cWMON / cUSDC Market Manager,0xa6a2a92f126b79ee0804845ee6b52899b4491093,DeFi::Lending
Curvance,DeFi,Lending,cWMON DynamicIRM,0x50264b615175f8dbfff417cf6d0003d2e77d87b4,DeFi::Lending
Curvance,DeFi,Lending,cWMON DynamicIRM11,0x0d44480d72b23d19673eede88aea03a119bc13f4,DeFi::Lending
Curvance,DeFi,Lending,caprMON,0xd9e2025b907e95ecc963a5018f56b87575b4ab26,DeFi::Lending
Curvance,DeFi,Lending,caprMON / cWMON Market Manager,0x5ea0a1cf3501c954b64902c5e92100b8a2cab1ac,DeFi::Lending
Curvance,DeFi,Lending,cearnAUSD,0x852ff1ec21d63b405ec431e04ae3ac760e29263d,DeFi::Lending
Curvance,DeFi,Lending,cearnAUSD / cAUSD Market Manager,0xd6365555f6a697c7c295ba741100aa644ce28545,DeFi::Lending
Curvance,DeFi,Lending,cezETH,0x20f1a13bfbf85a22aa59d189861790981372220b,DeFi::Lending
Curvance,DeFi,Lending,cezETH / cWETH Market Manager,0x83840d837e7a3e00bbb0b8501e60e989a8987c37,DeFi::Lending
Curvance,DeFi,Lending,cmuBOND,0x92ee4b4d33dc61bd93a88601f29131b08acedbf1,DeFi::Lending
Curvance,DeFi,Lending,cmuBOND / AUSD Market Manager,0x830d40cdfdc494bc1a2729a7381bfce44326c944,DeFi::Lending
Curvance,DeFi,Lending,csAUSD,0xad4aa2a713fb86fbb6b60de2af9e32a11db6abf2,DeFi::Lending
Curvance,DeFi,Lending,csAUSD / cAUSD Market Manager,0xbbe7a3c45adbb16f6490767b663428c34aa341eb,DeFi::Lending
Curvance,DeFi,Lending,csMON,0x494876051b0e85dce5ecd5822b1ad39b9660c928,DeFi::Lending
Curvance,DeFi,Lending,csMON/ cWMON Market Manager,0xe5970cdb1916b2ccf6185c86c174eee2d330d05b,DeFi::Lending
Curvance,DeFi,Lending,cshMON,0x926c101cf0a3de8725eb24a93e980f9fe34d6230,DeFi::Lending
Curvance,DeFi,Lending,cshMON / cWMON Market Manager,0xe1c24b2e93230fbe33d32ba38eca3218284143e2,DeFi::Lending
Curvance,DeFi,Lending,sAUSD,0xfd493ce1a0ae986e09d17004b7e748817a47d73c,DeFi::Lending
Euler Finance,DeFi,Lending,DAO,0xda3da5c8f93c0b7630412b8cd7de571011df8963,DeFi::Lending
Euler Finance,DeFi,Lending,accessControlEmergencyGovernor,0x6d0c01848041031ead6f6126cff1bec0adcea742,DeFi::Lending
Euler Finance,DeFi,Lending,accessControlEmergencyGovernorAdminTimel,0xf9924598b4c82ac102725e371ebbdc82ae243e34,DeFi::Lending
Euler Finance,DeFi,Lending,accessControlEmergencyGovernorWildcardTi,0xc605f5a2a66d5fedeff15519e9532362a9aaf88f,DeFi::Lending
Euler Finance,DeFi,Lending,accountLens,0x960d481229f70c3c1cbcd3fa2d223f55db9f36ee,DeFi::Lending
Euler Finance,DeFi,Lending,adaptiveCurveIRMFactory,0x967803d884df006a7150bc3fcd416b813fbcbf4a,DeFi::Lending
Euler Finance,DeFi,Lending,balanceTracker,0xa231dcce58ea5a43e69ef351d89ea4212ec0f30b,DeFi::Lending
Euler Finance,DeFi,Lending,capRiskSteward,0xb1533b533ea1e701ef3322b8511a5cd80b853d1f,DeFi::Lending
Euler Finance,DeFi,Lending,capRiskStewardFactory,0x3765c742e738cf401e2141d2fefa8d1cb0d8fdfd,DeFi::Lending
Euler Finance,DeFi,Lending,eUSDAdminTimelockController,0x2341d79a51f153c8db23f6e4839571a82c35ee73,DeFi::Lending
Euler Finance,DeFi,Lending,eVaultFactory,0xba4dd672062de8feedb665dd4410658864483f1e,DeFi::Lending
Euler Finance,DeFi,Lending,eVaultFactoryGovernor,0x515c9ff619b4618284832764e2cfc7d227514f0e,DeFi::Lending
Euler Finance,DeFi,Lending,eVaultFactoryTimelockController,0x7fe335adfe4b89acdad28814cc7b89377fcee439,DeFi::Lending
Euler Finance,DeFi,Lending,eVaultImplementation,0xef17750d3a162e28a302e266c474ff8989d60ecd,DeFi::Lending
Euler Finance,DeFi,Lending,edgeFactory,0xdf07ac6f90312e501b67b4ff29c8782db959748e,DeFi::Lending
Euler Finance,DeFi,Lending,edgeFactoryPerspective,0xcfcb87eb3e796b35c9678fed440b2a857af94ed9,DeFi::Lending
Euler Finance,DeFi,Lending,escrowedCollateralPerspective,0xf3e1dd13c448a7e1a6e19ba8a7f29f45c1e93aab,DeFi::Lending
Euler Finance,DeFi,Lending,eulOFTAdapter,0x831257bfa5478111d2327e08c4068ec37ac14b81,DeFi::Lending
Euler Finance,DeFi,Lending,eulerEarnFactory,0xf463d4acb650cc6c4e1d6cd4d0d1b0cb224094cf,DeFi::Lending
Euler Finance,DeFi,Lending,eulerEarnFactoryPerspective,0x0490013112b6beb8545e6776cc67d8a40023690a,DeFi::Lending
Euler Finance,DeFi,Lending,eulerEarnGovernedPerspective,0xe4a695d715732db3d694e30ec57b1acc8cc4368b,DeFi::Lending
Euler Finance,DeFi,Lending,eulerEarnPublicAllocator,0x65a66f24a25e8cf651c9e31d296623298c80f742,DeFi::Lending
Euler Finance,DeFi,Lending,eulerEarnVaultLens,0x618b0954b83fa24a18fb650d80fc3babd162c4a2,DeFi::Lending
Euler Finance,DeFi,Lending,eulerSwapV1Factory,0x34f8f028c6a446a464c10a135f44fc6fb2cee1a9,DeFi::Lending
Euler Finance,DeFi,Lending,eulerSwapV1Implementation,0xbfd5c7bb1c208fec761284af7db6ff1f4314372c,DeFi::Lending
Euler Finance,DeFi,Lending,eulerSwapV1Periphery,0xd1f69cf959c1a3aae7bee5ec677222d259585b27,DeFi::Lending
Euler Finance,DeFi,Lending,eulerUngoverned0xPerspective,0x47b7b629409117e5c99d9f161e47ff304cf520f6,DeFi::Lending
Euler Finance,DeFi,Lending,eulerUngovernedNzxPerspective,0x36951cc4ac6f8ec5e01787a95689b2c3466e6538,DeFi::Lending
Euler Finance,DeFi,Lending,eusdOFTAdapter,0xc141b1a3810b1f936b357c5cac6468d9288d8107,DeFi::Lending
Euler Finance,DeFi,Lending,evc,0x7a9324e8f270413fa2e458f5831226d99c7477cd,DeFi::Lending
Euler Finance,DeFi,Lending,evkFactoryPerspective,0x9266c8c71fda44ecc7df2a14e12c6e1aa9c96ca7,DeFi::Lending
Euler Finance,DeFi,Lending,externalVaultRegistry,0x62e9d884cbe9a6b59a6014c9751c06551b83943e,DeFi::Lending
Euler Finance,DeFi,Lending,feeFlowController,0x9527062a472666410dc7193a966709105df2f147,DeFi::Lending
Euler Finance,DeFi,Lending,feeFlowControllerUtil,0x260fa2473c23f362344d733b56e64864a9efe92c,DeFi::Lending
Euler Finance,DeFi,Lending,fixedCyclicalBinaryIRMFactory,0x6f1228b0a111173dd3a295d32b5157fa3410de96,DeFi::Lending
Euler Finance,DeFi,Lending,gauntlet,0xf8ef49c44cab10244de90ef79fc10131f5069b0f,DeFi::Lending
Euler Finance,DeFi,Lending,governedPerspective,0x8707b105567661e7c6b41cdd1b3ec7d784e5fa50,DeFi::Lending
Euler Finance,DeFi,Lending,governorAccessControlEmergencyFactory,0x21bfce0c4e9411cd6c7f6d28edc9244f89bfee63,DeFi::Lending
Euler Finance,DeFi,Lending,irmLens,0x615e1dab9cf1ad2b065b0c85720258c8d6236004,DeFi::Lending
Euler Finance,DeFi,Lending,irmRegistry,0xb402699ab5b255b68b4a4cdd3e171a67a9124fc7,DeFi::Lending
Euler Finance,DeFi,Lending,kinkIRMFactory,0x05cccb5d0f1e1d568804453b82453a719dc53758,DeFi::Lending
Euler Finance,DeFi,Lending,kinkyIRMFactory,0x3512f50b3f0ca8725cccbb6ddcc7307ed2c17feb,DeFi::Lending
Euler Finance,DeFi,Lending,labs,0x9cc876dcb0e99cc040cf5f92880d0ee9e320ca61,DeFi::Lending
Euler Finance,DeFi,Lending,oracleAdapterRegistry,0xcc5ede0ea39f2f8c80c461b7e954fb4256773afa,DeFi::Lending
Euler Finance,DeFi,Lending,oracleLens,0x0de96d33aff54f3e8750567f6038a05c6d3aaa96,DeFi::Lending
Euler Finance,DeFi,Lending,oracleRouterFactory,0xdda3cbc18e90606a83fbae6f798991af06dfa902,DeFi::Lending
Euler Finance,DeFi,Lending,protocolConfig,0x94a2d1d175f1d828935a374091e2009cf1ced858,DeFi::Lending
Euler Finance,DeFi,Lending,riskSteward,0xbdaa3fcc9983bd72fee0f7d017e02673896a976d,DeFi::Lending
Euler Finance,DeFi,Lending,securityCouncil,0x6d2d19a06a49e87bedc653ced58c17c3b40502f9,DeFi::Lending
